CRID,Gender,Race
1054633,F,White/Hispanic
1054634,M,Black
1054638,F,Black
1054639,F,Black
1054640,M,Black
1054642,F,White/Hispanic
1054643,M,Black
1054644,F,Black
1054645,F,Black
1054651,M,White
1054655,F,White
1054656,M,Black
1054658,F,Black
1054660,F,White
1054661,M,White
1054663,M,White/Hispanic
1054664,F,Black
1054665,F,Black
1054667,M,White/Hispanic
1054669,M,Black
1054673,F,Black
1054674,F,White/Hispanic
1054676,F,Black
1054680,M,Black
1054682,M,White
1054683,F,Asian
1054686,F,Black
1054687,F,Hispanic
1054689,M,Black
1054690,M,Black
1054691,M,White
1054693,F,Unknown
1054694,F,Black
1054695,M,Black
1054696,F,Unknown
1054697,F,Black
1054698,F,Asian
1054700,M,Unknown
1054701,F,White
1054702,F,Black
1054705,F,Black
1054706,M,Black
1054707,M,Black
1054709,M,Black
1054710,M,Black
1054715,F,White
1054716,M,Black
1054718,M,Black
1054721,F,White/Hispanic
1054724,F,Black
1054725,M,White
1054726,M,Hispanic
1054727,F,Black
1054728,F,Black
1054732,M,Black
1054736,M,Black
1054737,M,White
1054738,F,Black
1054740,M,White
1054742,F,Black
1054743,M,Black
1054744,M,Black
1054746,M,Unknown
1054750,M,White
1054751,F,Black
1054753,M,White/Hispanic
1054754,M,Black
1054756,M,Black
1054758,F,Black
1054761,F,Hispanic
1054762,F,Black
1054764,M,Black
1054765,F,White/Hispanic
1054766,F,Black
1054769,F,Black
1054770,M,Black
1054771,M,Black
1054772,F,Black
1054773,M,Black
1054775,M,Black
1054776,M,Black
1054777,F,Black
1054778,F,Black
1054779,M,Black
1054782,M,Black
1054785,M,Black
1054788,M,Black
1054789,M,Black
1054789,M,Black
1054790,F,Black
1054791,F,White/Hispanic
1054794,F,Black
1054795,M,White/Hispanic
1054796,M,Hispanic
1054798,F,Black
1054800,F,Black
1054801,M,Unknown
1054802,M,Unknown
1054803,F,Black
1054805,F,Black
1054806,M,White
1054809,F,White
1054811,F,Black
1054813,F,Unknown
1054814,F,Black
1054815,F,Black
1054816,F,White/Hispanic
1054819,F,Black
1054821,F,White/Hispanic
1054823,F,Black
1054825,M,Black
1054826,M,Black
1054830,M,Black
1054831,M,Black
1054832,F,Black
1054833,M,Black
1054835,F,White/Hispanic
1054836,M,Black
1054837,F,Black
1054838,F,Black
1054839,F,Black
1054840,F,Black
1054842,M,Black
1054846,F,Black
1054848,M,White
1054849,M,Black
1054850,F,Black
1054851,M,White
1054853,M,White/Hispanic
1054854,M,White
1054855,M,Black
1054856,M,White
1054857,M,White/Hispanic
1054858,M,Unknown
1054861,M,Black
1054862,M,Black
1054864,M,Black
1054865,F,Black
1054867,F,Unknown
1054871,F,Black
1054872,F,Black
1054872,F,Black
1054874,F,Black
1054879,F,White
1054881,M,White
1054883,F,Black
1054889,F,Unknown
1054890,F,Black
1054891,M,Black
1054892,F,White/Hispanic
1054894,M,Unknown
1054895,M,Black
1054898,F,Black
1054899,F,Black
1054900,F,White
1054901,M,Black
1054902,M,Black
1054904,M,Black
1054907,M,White
1054909,M,Black
1054913,M,Black
1054914,F,Black
1054915,F,Unknown
1054918,F,Black
1054922,F,Black
1054925,F,Black
1054926,M,Black
1054928,M,Unknown
1054929,F,Black
1054931,M,Black
1054933,F,Black
1054935,F,White/Hispanic
1054938,M,Black
1054939,F,Hispanic
1054940,F,White
1054941,M,Black
1054942,M,White/Hispanic
1054943,M,White
1054945,F,Black
1054946,F,Black
1054946,F,Black
1054947,M,White
1054949,F,Unknown
1054952,M,Black
1054955,M,Black
1054957,M,Black
1054960,M,Black
1054963,M,Black
1054965,F,Black
1054966,M,Black
1054967,M,Hispanic
1054967,M,White
1054968,M,White
1054969,F,Black
1054972,M,Asian
1054974,F,White/Hispanic
1054975,M,Black
1054977,F,Black
1054979,M,White
1054980,F,Black
1054981,M,Black
1054982,F,Black
1054983,F,White
1054984,F,Unknown
1054985,M,White/Hispanic
1054986,M,Black
1054987,F,Black
1054989,F,White
1054990,M,White/Hispanic
1054990,M,White
1054991,M,White
1054996,M,White/Hispanic
1054997,M,Black
1054999,F,Black
1054999,M,Black
1055000,M,White/Hispanic
1055001,F,Black
1055002,F,White
1055003,M,Black
1055005,F,White
1055007,M,White
1055009,F,Black
1055010,F,Black
1055010,F,Hispanic
1055011,M,Black
1055014,F,Black
1055016,F,White
1055017,F,Black
1055020,M,Black
1055022,M,White
1055023,M,Black
1055024,F,White
1055026,M,White
1055028,M,Black
1055029,F,Black
1055032,M,White
1055033,F,Black
1055035,M,Black
1055037,M,Black
1055040,F,Black
1055042,F,Black
1055044,F,Black
1055047,M,White/Hispanic
1055048,M,Black
1055049,F,Black
1055050,F,Black
1055051,M,White/Hispanic
1055052,M,Black
1055053,F,Black
1055055,F,Black
1055056,F,Black
1055059,M,White
1055060,F,Black
1055061,F,Black
1055065,M,Black
1055066,M,White
1055067,F,White/Hispanic
1055068,M,Unknown
1055069,M,Black
1055071,F,White
1055073,F,Black
1055074,M,White
1055075,M,Unknown
1055076,M,Unknown
1055077,F,Black
1055078,M,Black
1055079,F,Black
1055082,F,Black
1055087,M,White
1055091,F,White
1055093,F,Black
1055094,F,Black
1055095,M,White
1055096,M,Black
1055097,F,Black
1055099,F,Black
1055105,M,Black
1055106,F,Black
1055107,M,Asian
1055108,F,Black
1055109,M,Black
1055113,F,Black
1055117,F,White
1055119,F,Hispanic
1055120,M,White
1055121,M,Unknown
1055124,M,Black
1055128,F,Black
1055129,M,White
1055130,F,Black
1055134,F,Black
1055137,F,Black
1055140,M,Black
1055146,M,Black
1055147,F,Black
1055148,F,White
1055149,M,Black
1055150,F,Black
1055151,M,Black
1055152,M,Black
1055154,M,Black
1055158,F,Black
1055159,M,White
1055160,M,Indigenous
1055161,M,Unknown
1055162,F,Black
1055163,F,White/Hispanic
1055164,F,Black
1055166,M,Black
1055170,M,White
1055171,F,Black
1055172,M,Black
1055173,F,White
1055176,F,White
1055180,F,Black
1055181,M,Black
1055181,F,Black
1055182,F,Black
1055183,M,White
1055184,F,Black
1055186,M,Black
1055187,F,Black
1055188,M,Hispanic
1055189,M,White
1055190,F,Unknown
1055191,M,White/Hispanic
1055196,M,Black
1055197,M,Black
1055198,M,White
1055199,F,White
1055200,F,Black
1055201,M,White
1055205,F,Black
1055205,M,Black
1055206,F,Black
1055208,F,Black
1055209,M,Black
1055210,M,White
1055211,M,White/Hispanic
1055212,M,Black
1055213,F,White
1055214,F,Black
1055215,M,White
1055216,M,White
1055221,F,Black
1055222,F,Black
1055227,F,Unknown
1055230,F,Black
1055231,M,White
1055232,F,Black
1055236,M,Black/Hispanic
1055239,M,White
1055243,M,White
1055244,F,Black
1055245,M,Black
1055247,M,White/Hispanic
1055248,F,Black
1055250,M,Black
1055251,M,Black
1055252,M,White
1055253,F,White/Hispanic
1055254,M,White
1055255,F,Black
1055256,F,Black
1055257,M,White/Hispanic
1055258,M,Unknown
1055259,M,Black
1055267,F,Hispanic
1055269,F,Black
1055270,F,Black
1055276,F,Black
1055280,F,Black
1055282,M,White
1055283,M,Black
1055284,F,Black
1055285,F,White
1055286,F,White
1055287,M,White/Hispanic
1055288,F,Black
1055289,M,Unknown
1055290,M,Black
1055292,M,Black
1055295,F,White
1055296,X,Unknown
1055297,M,White
1055299,X,Unknown
1055301,F,Black
1055302,F,Black
1055304,M,Black
1055304,F,Black
1055305,M,Black
1055307,M,Black
1055311,M,Black
1055312,F,White
1055313,M,White
1055314,F,White
1055315,M,Black
1055316,F,White
1055317,M,Black
1055320,M,Hispanic
1055322,F,White
1055323,F,Black
1055325,M,Black
1055326,F,Black
1055327,M,Asian
1055329,F,White
1055331,M,White/Hispanic
1055332,M,Black
1055335,F,White
1055336,F,Unknown
1055337,M,White
1055338,F,Black
1055339,M,Black
1055340,F,Unknown
1055341,M,Black
1055343,F,Black
1055345,F,White
1055346,M,Black
1055349,M,White/Hispanic
1055352,M,Black
1055353,M,Black/Hispanic
1055357,M,Black
1055358,M,Black
1055359,F,Black
1055361,M,White
1055362,F,Black
1055363,M,Black
1055365,F,Black
1055366,M,White
1055370,M,Black
1055371,M,Black
1055372,F,Black
1055373,M,Hispanic
1055374,F,White
1055375,F,Black
1055376,F,Black
1055377,M,Black
1055379,M,Black
1055380,M,Black
1055381,F,Black
1055383,M,White/Hispanic
1055384,F,Black
1055387,M,Black
1055389,F,Black
1055390,F,Black
1055394,F,Black
1055395,M,Black
1055398,F,Black/Hispanic
1055399,M,Black
1055400,M,Black
1055401,F,Black
1055402,F,Black
1055403,F,Black
1055406,F,Black
1055407,M,Black
1055408,M,Black
1055409,M,White
1055410,F,Black
1055411,M,Black
1055412,M,Black
1055413,F,Indigenous
1055415,M,Black
1055417,M,Black
1055418,M,Black
1055419,F,White
1055420,F,Unknown
1055427,M,White
1055428,F,Black
1055429,F,Black
1055430,M,Black
1055430,M,Black
1055432,M,Black
1055436,M,Black
1055437,F,White
1055440,M,Black
1055441,F,Black
1055442,M,White
1055444,F,Black
1055445,F,Black
1055446,F,Black
1055448,M,Black
1055449,M,White/Hispanic
1055453,F,White/Hispanic
1055454,F,Unknown
1055458,M,Black
1055460,M,White
1055462,M,Black
1055463,M,Black
1055466,F,White/Hispanic
1055467,M,Black
1055468,M,Black
1055468,M,Asian
1055471,F,Black
1055473,F,White
1055476,F,Black
1055478,F,Black
1055479,F,Black
1055480,M,Black
1055482,F,Black
1055483,M,Black
1055484,F,Black
1055485,F,Black
1055493,F,Black
1055494,M,Black
1055497,M,Black
1055498,F,White/Hispanic
1055499,F,Black
1055500,M,Black
1055503,F,White
1055504,F,Black
1055507,M,Black
1055508,M,Black
1055513,M,Black
1055514,M,White/Hispanic
1055515,M,Black
1055517,F,Black
1055518,F,White
1055519,M,Black
1055521,M,Black
1055522,M,Black
1055523,F,Black
1055524,M,Black
1055526,F,White
1055527,M,White
1055528,F,Black
1055529,M,White/Hispanic
1055529,M,Hispanic
1055533,M,Unknown
1055534,F,White/Hispanic
1055536,M,White/Hispanic
1055538,F,Black
1055539,M,Black
1055540,M,White/Hispanic
1055541,F,Unknown
1055542,M,White/Hispanic
1055543,M,Black
1055545,M,Black
1055546,M,Black
1055547,M,Black
1055548,M,Black
1055549,M,Hispanic
1055552,M,White
1055556,M,White
1055557,M,Black
1055558,M,White
1055562,F,White/Hispanic
1055564,F,Black
1055566,F,White
1055569,M,Black
1055570,M,Black
1055572,M,Black
1055574,F,Black
1055580,M,Unknown
1055581,M,White
1055582,F,Black
1055584,M,White/Hispanic
1055587,M,Unknown
1055589,F,Black
1055591,F,Black
1055593,F,Black
1055594,M,Black
1055598,F,Black
1055600,M,White
1055601,F,Black
1055602,F,Black
1055604,F,White
1055605,F,White
1055607,M,White
1055609,M,Black
1055611,M,Black
1055613,M,Black
1055616,F,Black
1055617,M,Black
1055618,M,Black
1055619,M,Black
1055620,F,White/Hispanic
1055624,M,Black
1055626,M,Hispanic
1055629,M,Black
1055631,F,Black
1055635,M,Black
1055638,F,Black
1055640,M,Black
1055641,M,White
1055646,F,Black
1055650,F,White/Hispanic
1055651,M,Black
1055653,M,Unknown
1055655,M,Black
1055660,M,Black
1055662,M,Unknown
1055663,M,Black
1055664,M,Black
1055669,F,Black
1055670,F,Black
1055671,M,White
1055674,F,Black
1055675,M,White/Hispanic
1055677,F,Black
1055678,M,White/Hispanic
1055679,M,White
1055681,M,Black
1055682,F,Black
1055684,M,Black
1055686,M,White
1055688,F,Unknown
1055689,M,White/Hispanic
1055693,M,White
1055695,M,White/Hispanic
1055698,M,White
1055700,M,White
1055701,M,White
1055702,F,Black
1055705,F,Black
1055706,F,White
1055708,F,Black
1055710,M,Black
1055712,F,White
1055713,M,Black
1055714,M,White/Hispanic
1055715,F,Black
1055717,M,Black
1055718,F,Black
1055720,M,White
1055722,M,Unknown
1055723,M,White/Hispanic
1055725,M,Black
1055726,M,Black
1055728,F,Black
1055729,F,Black
1055737,F,White
1055738,F,Unknown
1055739,M,Black
1055740,F,Black
1055741,F,Black
1055743,M,Black
1055745,M,Black
1055746,F,Black
1055746,M,White
1055747,M,White
1055749,F,Black
1055751,F,White
1055752,M,Black
1055753,F,White
1055754,F,Asian
1055755,F,Black
1055756,F,White
1055758,M,Black
1055759,F,Black
1055760,M,White
1055761,M,Black
1055762,M,White
1055764,M,Black
1055765,M,Black
1055766,F,Black
1055768,M,Black
1055769,F,Black
1055771,M,Black
1055772,F,Black
1055773,M,Black
1055774,F,Black
1055775,F,Black
1055776,M,Black
1055777,F,Black
1055778,M,White
1055780,F,Black
1055781,M,Black
1055782,M,Black
1055785,M,White
1055786,M,White
1055789,M,Unknown
1055790,M,White/Hispanic
1055791,M,White
1055793,F,White
1055794,M,Black
1055795,F,Black/Hispanic
1055796,F,Black
1055797,M,Black
1055798,M,Black
1055799,M,Unknown
1055801,F,Black
1055804,M,White/Hispanic
1055806,F,White
1055806,M,White
1055807,M,White
1055809,F,Black
1055810,M,White
1055812,M,White/Hispanic
1055813,F,Black
1055814,F,White
1055815,F,White/Hispanic
1055817,F,Black
1055819,M,Black
1055820,F,Black
1055821,M,Black/Hispanic
1055823,M,Black
1055824,F,Black
1055826,F,Black
1055827,F,White
1055829,F,White
1055832,F,Unknown
1055837,F,Black
1055838,M,Black
1055840,M,White
1055842,F,Black
1055846,M,Black
1055847,F,White
1055848,M,Black
1055850,F,White
1055850,M,White
1055850,M,White
1055852,F,Black
1055853,M,Black
1055855,M,Black
1055856,M,White/Hispanic
1055859,M,Black
1055861,F,White
1055862,M,White
1055863,F,White
1055866,M,Black
1055867,M,Black
1055868,M,Black
1055869,F,Black
1055870,F,Black
1055872,M,Black
1055873,F,Black
1055876,F,Black
1055877,M,Black
1055878,M,White
1055880,F,Black
1055882,M,Black
1055883,F,White
1055884,F,White/Hispanic
1055885,F,Black
1055886,F,White
1055887,M,White/Hispanic
1055891,M,White/Hispanic
1055892,F,White/Hispanic
1055894,F,Black
1055897,M,Hispanic
1055897,M,Black
1055898,M,White/Hispanic
1055900,M,White
1055901,F,Black
1055903,M,Black
1055906,F,White
1055907,M,Black
1055911,F,Black
1055912,M,Black
1055914,M,Black
1055915,M,Black
1055916,M,White/Hispanic
1055917,F,White
1055921,M,Black
1055922,F,White/Hispanic
1055924,M,White
1055928,M,Black
1055930,M,Black
1055932,M,Black
1055934,M,Black
1055937,M,Black
1055939,M,White
1055942,M,Black
1055944,M,White/Hispanic
1055947,M,Hispanic
1055948,F,Black
1055950,M,White
1055951,F,Black
1055953,M,Black
1055960,M,Black
1055961,F,White/Hispanic
1055965,F,Black
1055967,M,White
1055968,M,White
1055969,F,White/Hispanic
1055970,F,Black
1055971,F,White/Hispanic
1055977,F,Black
1055978,M,White
1055980,M,Black
1055981,F,Unknown
1055982,M,Unknown
1055983,M,Unknown
1055984,M,Black
1055986,M,Black
1055987,F,Black
1055988,F,White
1055989,F,Black
1055990,F,Black
1055991,F,Black
1055995,F,Black
1055996,M,Asian
1055998,M,White
1056001,M,Black
1056012,F,Black
1056013,M,Black
1056016,M,Black
1056019,F,Black
1056020,F,Black
1056021,M,Black
1056022,M,White
1056023,F,White
1056024,M,White
1056025,F,Black
1056027,M,White/Hispanic
1056028,F,Black
1056031,M,Black
1056034,M,White
1056039,M,Black
1056040,M,Unknown
1056044,F,Black
1056045,M,White
1056047,M,Black
1056048,M,White/Hispanic
1056049,F,White/Hispanic
1056050,F,Black
1056051,M,Black
1056053,F,White
1056058,M,White/Hispanic
1056059,F,Black
1056061,F,White/Hispanic
1056062,M,Black
1056063,M,Black
1056064,F,Black
1056066,M,White
1056072,F,Black
1056073,F,Black
1056074,M,Black
1056080,M,White
1056081,M,Unknown
1056084,M,White
1056086,M,White
1056088,F,Black
1056089,F,Black
1056091,M,Black
1056098,M,White/Hispanic
1056099,M,White/Hispanic
1056100,M,Black
1056101,M,Black
1056102,F,Black
1056103,F,White
1056105,M,Black
1056110,M,Black
1056113,F,Black
1056114,M,White
1056116,F,Unknown
1056117,M,Black
1056119,M,Black
1056121,F,Black
1056122,F,Black
1056123,M,White
1056124,M,White
1056125,F,White/Hispanic
1056126,M,Black
1056130,F,Black
1056132,M,Black
1056134,F,White/Hispanic
1056135,M,White
1056136,M,Unknown
1056137,M,Black
1056138,M,Black
1056140,M,White/Hispanic
1056141,M,White
1056142,M,Black
1056143,M,Black
1056144,F,Black
1056148,F,Black
1056150,M,White
1056151,F,Black
1056152,M,Black
1056155,M,White
1056160,F,White
1056161,F,Black
1056161,M,Black
1056165,F,Black
1056166,M,Black
1056168,F,White
1056170,F,White
1056171,F,Black
1056175,F,Black
1056176,M,Black
1056177,F,White
1056178,F,Black
1056181,F,Black
1056184,F,Black
1056185,M,Black
1056188,M,Black
1056191,F,White
1056193,M,White/Hispanic
1056195,F,Black
1056196,F,Hispanic
1056197,M,Black
1056198,F,Black
1056199,F,Black
1056200,F,Black
1056201,F,Black
1056203,F,Unknown
1056207,M,Black
1056213,M,Black
1056214,M,Black
1056215,F,Black
1056216,M,White/Hispanic
1056217,F,Black
1056218,M,Black
1056220,M,Black
1056222,F,White
1056223,M,Black
1056224,F,Black
1056225,F,Black
1056226,F,Black
1056228,F,White
1056231,F,Black
1056233,M,White
1056234,F,Black
1056238,F,Black
1056240,F,Black
1056241,M,White
1056242,F,White
1056244,F,White/Hispanic
1056246,F,White
1056248,M,Black
1056249,F,Black
1056254,F,White/Hispanic
1056255,M,White/Hispanic
1056255,F,White/Hispanic
1056256,M,Black
1056257,M,Black
1056260,M,Black
1056261,F,White
1056262,M,White/Hispanic
1056263,F,White
1056266,M,White/Hispanic
1056267,M,Black
1056270,F,Black
1056271,M,White
1056272,M,Unknown
1056273,F,Black
1056274,M,Unknown
1056274,M,Hispanic
1056275,F,White/Hispanic
1056276,M,Asian
1056281,M,Black
1056283,F,White
1056284,F,Black
1056285,F,White
1056286,M,White/Hispanic
1056288,F,Black
1056291,M,Black
1056293,M,White
1056295,F,White/Hispanic
1056296,F,Black
1056299,M,Black
1056300,F,White
1056302,M,Black
1056303,F,Black
1056306,F,White
1056308,M,Black
1056309,M,White
1056310,F,White
1056311,M,Hispanic
1056314,M,Black
1056315,M,Black
1056318,M,Black
1056319,F,Black
1056322,M,Black
1056325,M,Black
1056326,M,White/Hispanic
1056330,M,White
1056331,F,Black
1056332,M,Black
1056333,M,White/Hispanic
1056336,M,Black
1056336,M,Black
1056338,M,Black
1056339,M,Black
1056340,F,White
1056341,M,Black
1056343,F,Black
1056344,M,White
1056345,F,White
1056346,M,White
1056347,F,White
1056348,F,Black
1056349,F,White
1056350,F,Black
1056352,F,Black
1056353,M,Black
1056354,F,Black
1056358,F,Black
1056359,F,Black
1056360,F,Black
1056361,F,Black
1056364,F,Black
1056368,M,Black
1056370,M,Unknown
1056371,F,White
1056372,F,White/Hispanic
1056373,F,White/Hispanic
1056374,M,White
1056375,F,White
1056376,M,Black
1056382,M,Black
1056383,M,White
1056384,M,White
1056392,F,Black
1056392,F,Black
1056393,F,Black
1056395,M,Black
1056397,M,Black
1056400,M,Black
1056403,F,Black
1056404,F,Black
1056405,F,Black
1056406,M,Black
1056407,F,Black
1056409,M,White
1056411,M,Black
1056414,F,White
1056416,F,Black
